1,1,0.001147,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
772,1,0.4251719,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
772,2,0.42531410000000003,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
773,1,0.4254438333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
773,2,0.4256854333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
774,1,0.4259612666666666,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
774,2,0.42615956666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
775,1,0.4262930333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
775,2,0.4264786333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
776,1,0.42661666666666664,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
776,2,0.4267687,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
777,1,0.42689426666666663,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
777,2,0.4270597666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
778,1,0.42719613333333334,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
778,2,0.4273626666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
779,1,0.4275217333333334,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
779,2,0.4277415,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
780,1,0.42787533333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
780,2,0.42805336666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
781,1,0.4281857,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
781,2,0.42833346666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
782,1,0.4284607,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
782,2,0.4285965333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
783,1,0.4287149333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
783,2,0.4288669666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
784,1,0.42898083333333337,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
784,2,0.4291326,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
785,1,0.4292489,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
785,2,0.429394,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
786,1,0.4295872,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
786,2,0.4297777,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
787,1,0.43020033333333335,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
787,2,0.4306494666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
788,1,0.4308100666666667,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
788,2,0.4311586,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
789,1,0.43196229999999997,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
789,2,0.43276196666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
790,1,0.4338822,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
790,2,0.43456743333333336,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
791,1,0.43487343333333334,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
791,2,0.4353046333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
792,1,0.4359329,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
792,2,0.4380504333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
793,1,0.43843336666666666,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
793,2,0.43964203333333335,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
794,1,0.4398900666666667,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
794,2,0.44044773333333337,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
795,1,0.4406985333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
795,2,0.4408893,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
796,1,0.44105083333333334,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
796,2,0.4412699,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
797,1,0.44147743333333334,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
797,2,0.44176103333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
798,1,0.44192666666666663,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
798,2,0.4421133,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
799,1,0.44243176666666667,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
799,2,0.4428722333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
800,1,0.44305996666666664,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
800,2,0.44325086666666663,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
801,1,0.44338396666666663,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
801,2,0.4435540333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
802,1,0.4437009333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
802,2,0.44389049999999997,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
803,1,0.44404283333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
803,2,0.44422490000000003,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
804,1,0.4443684666666667,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
804,2,0.4445207666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
805,1,0.4446485,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
805,2,0.4448243666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
806,1,0.4449552333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
806,2,0.44512229999999997,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
807,1,0.4452533,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
807,2,0.4454126333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
808,1,0.44556533333333337,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
808,2,0.44572463333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
809,1,0.4458474666666667,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
809,2,0.44600956666666663,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
810,1,0.44613356666666665,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
810,2,0.4463024,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
811,1,0.44644100000000003,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
811,2,0.4466003333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
812,1,0.44673446666666666,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
812,2,0.4468957,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
813,1,0.44703676666666664,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
813,2,0.44723436666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
814,1,0.4473848333333333,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
814,2,0.4477328,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
815,1,0.44826876666666665,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
815,2,0.44851363333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
816,1,0.44867530000000005,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
816,2,0.44884963333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
817,1,0.44907080000000005,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
817,2,0.44946386666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
818,1,0.4496811666666667,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
818,2,0.4499121666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
819,1,0.45014289999999996,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
819,2,0.4504090333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
820,1,0.45056403333333334,BoulwareNegotiationParty@6,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
820,2,0.4507322,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@7,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
